"","From","Entry","Features","Glyco.features","Glyco"
"1674","Q80Z10","Q80Z10","Alternative sequence (2); Chain (1); Compositional bias (3); Disulfide bond (17); Domain (4); Glycosylation (3); Region (3); Signal (1); Topological domain (3); Transmembrane (2)","3",TRUE
"1675","Q80Z19","Q80Z19","Binding site (28); Chain (1); Compositional bias (1); Disulfide bond (59); Domain (8); Glycosylation (38); Modified residue (1); Region (3); Repeat (14); Sequence conflict (2); Signal (1); Site (1)","38",TRUE
"1676","Q80Z24","Q80Z24","Chain (1); Disulfide bond (3); Domain (3); Glycosylation (6); Lipidation (1); Modified residue (1); Propeptide (1); Signal (1)","6",TRUE
"1677","Q80Z38","Q80Z38","Alternative sequence (3); Chain (1); Compositional bias (9); Domain (3); Glycosylation (1); Modified residue (9); Motif (1); Region (8); Sequence conflict (1)","1",TRUE
"1678","Q80Z71","Q80Z71","Alternative sequence (1); Chain (1); Disulfide bond (9); Domain (16); Glycosylation (1); Region (2); Sequence conflict (6); Signal (1)","1",TRUE
"1679","Q80ZD8","Q80ZD8","Alternative sequence (2); Beta strand (17); Chain (1); Compositional bias (2); Disulfide bond (5); Domain (3); Glycosylation (5); Helix (7); Modified residue (2); Mutagenesis (1); Region (1); Repeat (6); Signal (1); Topological domain (2); Transmembrane (1); Turn (3)","5",TRUE
"1680","Q80ZD9","Q80ZD9","Chain (1); Compositional bias (1); Disulfide bond (5); Domain (3); Glycosylation (9); Region (1); Repeat (6); Signal (1); Topological domain (2); Transmembrane (1)","9",TRUE
"1681","Q80ZE3","Q80ZE3","Binding site (1); Chain (1); Compositional bias (2); Disulfide bond (5); Domain (4); Glycosylation (2); Modified residue (1); Motif (2); Mutagenesis (5); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1682","Q80ZF8","Q80ZF8","Chain (1); Disulfide bond (16); Domain (6); Glycosylation (13); Modified residue (3); Sequence conflict (3); Signal (1); Topological domain (8); Transmembrane (7)","13",TRUE
"1683","Q810B7","Q810B7","Alternative sequence (3); Chain (1); Compositional bias (2); Domain (3); Glycosylation (2); Region (3); Repeat (12); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1684","Q810B8","Q810B8","Chain (1); Domain (3); Glycosylation (3); Repeat (12); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"1685","Q810B9","Q810B9","Chain (1); Compositional bias (1); Domain (3); Glycosylation (2); Region (4); Repeat (12); Sequence conflict (6); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1686","Q810C0","Q810C0","Beta strand (14); Chain (1); Compositional bias (1); Disulfide bond (4); Domain (3); Glycosylation (3); Helix (6); Modified residue (1); Mutagenesis (5); Region (2); Repeat (12); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1); Turn (3)","3",TRUE
"1687","Q810F0","Q810F0","Alternative sequence (2); Chain (1); Compositional bias (2); Domain (1); Glycosylation (1); Mutagenesis (5); Region (2); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"1688","Q810J1","Q810J1","Chain (1); Disulfide bond (1); Domain (4); Glycosylation (3); Signal (1)","3",TRUE
"1689","Q810U3","Q810U3","Chain (1); Compositional bias (5); Disulfide bond (6); Domain (10); Glycosylation (8); Modified residue (9); Region (3); Signal (1); Topological domain (2); Transmembrane (1)","8",TRUE
"1690","Q810U4","Q810U4","Alternative sequence (8); Chain (1); Compositional bias (1); Disulfide bond (6); Domain (10); Glycosylation (17); Modified residue (9); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","17",TRUE
"1691","Q811B1","Q811B1","Binding site (6); Chain (1); Compositional bias (3); Disulfide bond (6); Glycosylation (3); Mutagenesis (1); Region (3); Sequence conflict (1); Topological domain (2); Transmembrane (1)","3",TRUE
"1692","Q811B3","Q811B3","Active site (1); Alternative sequence (2); Binding site (4); Chain (1); Compositional bias (1); Disulfide bond (11); Domain (11); Glycosylation (1); Motif (1); Propeptide (1); Region (4); Sequence conflict (1); Signal (1)","1",TRUE
"1693","Q812F3","Q812F3","Active site (1); Chain (1); Disulfide bond (5); Glycosylation (2); Signal (1)","2",TRUE
"1694","Q812F8","Q812F8","Chain (1); Coiled coil (1); Glycosylation (2); Sequence conflict (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1695","Q812G0","Q812G0","Alternative sequence (1); Chain (2); Coiled coil (1); Glycosylation (2); Modified residue (1); Sequence conflict (3); Topological domain (2); Transmembrane (1)","2",TRUE
"1696","Q8BFQ3","Q8BFQ3","Chain (1); Disulfide bond (1); Glycosylation (2); Topological domain (8); Transmembrane (7)","2",TRUE
"1697","Q8BFU0","Q8BFU0","Beta strand (10); Chain (1); Compositional bias (1); Disulfide bond (11); Domain (1); Glycosylation (1); Region (1); Repeat (1); Signal (1); Turn (1)","1",TRUE
"1698","Q8BFU8","Q8BFU8","Chain (1); Glycosylation (1); Region (1); Topological domain (13); Transmembrane (12)","1",TRUE
"1699","Q8BFW6","Q8BFW6","Active site (1); Binding site (1); Chain (1); Disulfide bond (5); Glycosylation (8); Topological domain (3); Transmembrane (2)","8",TRUE
"1700","Q8BG07","Q8BG07","Active site (6); Alternative sequence (1); Chain (1); Domain (2); Glycosylation (8); Sequence conflict (7); Topological domain (2); Transmembrane (1)","8",TRUE
"1701","Q8BG16","Q8BG16","Chain (1); Glycosylation (4); Modified residue (5); Region (1); Topological domain (4); Transmembrane (12)","4",TRUE
"1702","Q8BG22","Q8BG22","Active site (1); Alternative sequence (1); Binding site (3); Chain (1); Domain (1); Glycosylation (10); Region (1); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","10",TRUE
"1703","Q8BG39","Q8BG39","Chain (1); Compositional bias (2); Glycosylation (3); Modified residue (3); Region (1); Sequence conflict (1); Topological domain (13); Transmembrane (12)","3",TRUE
"1704","Q8BG55","Q8BG55","Chain (1); Glycosylation (1); Sequence conflict (4); Topological domain (8); Transmembrane (7)","1",TRUE
"1705","Q8BG58","Q8BG58","Alternative sequence (2); Binding site (13); Chain (1); Domain (3); Glycosylation (3); Region (2); Topological domain (2); Transmembrane (1)","3",TRUE
"1706","Q8BG84","Q8BG84","Alternative sequence (5); Beta strand (9); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (2); Helix (2); Modified residue (2); Motif (2); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1); Turn (2)","2",TRUE
"1707","Q8BGA3","Q8BGA3","Chain (1); Domain (2); Glycosylation (4); Motif (1); Repeat (10); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"1708","Q8BGD6","Q8BGD6","Chain (1); Disulfide bond (1); Glycosylation (4); Modified residue (1); Region (1); Sequence conflict (1); Topological domain (11); Transmembrane (11)","4",TRUE
"1709","Q8BGN3","Q8BGN3","Active site (1); Beta strand (17); Binding site (13); Chain (1); Disulfide bond (2); Glycosylation (4); Helix (21); Lipidation (1); Modified residue (1); Mutagenesis (9); Propeptide (1); Sequence conflict (1); Signal (1); Turn (7)","4",TRUE
"1710","Q8BGS7","Q8BGS7","Alternative sequence (1); Chain (1); Compositional bias (1); Glycosylation (1); Modified residue (2); Region (1); Transmembrane (8)","1",TRUE
"1711","Q8BGT0","Q8BGT0","Chain (1); Glycosylation (10); Modified residue (2); Signal (1); Topological domain (2); Transmembrane (1)","10",TRUE
"1712","Q8BGT1","Q8BGT1","Beta strand (22); Chain (1); Disulfide bond (3); Domain (3); Glycosylation (1); Helix (4); Mutagenesis (4); Region (2); Repeat (10); Signal (1); Topological domain (2); Transmembrane (1); Turn (7)","1",TRUE
"1713","Q8BGU2","Q8BGU2","Chain (1); Disulfide bond (2); Domain (1); Glycosylation (2); Mutagenesis (2); Signal (1)","2",TRUE
"1714","Q8BGV3","Q8BGV3","Chain (1); Disulfide bond (3); Domain (1); Glycosylation (4); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"1715","Q8BGY9","Q8BGY9","Chain (1); Glycosylation (1); Region (1); Sequence conflict (6); Topological domain (14); Transmembrane (13)","1",TRUE
"1716","Q8BH06","Q8BH06","Alternative sequence (4); Chain (1); Compositional bias (1); Domain (1); Glycosylation (2); Region (1); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1717","Q8BH35","Q8BH35","Alternative sequence (1); Chain (1); Disulfide bond (12); Domain (5); Glycosylation (6); Modified residue (1); Natural variant (11); Propeptide (1); Region (1); Signal (1)","6",TRUE
"1718","Q8BH52","Q8BH52","Chain (2); Compositional bias (2); Cross-link (1); Domain (1); Glycosylation (3); Modified residue (2); Motif (1); Mutagenesis (4); Region (4); Sequence conflict (2); Topological domain (2); Transmembrane (1)","3",TRUE
"1719","Q8BH61","Q8BH61","Active site (3); Binding site (4); Chain (1); Glycosylation (1); Initiator methionine (1); Modified residue (1); Propeptide (1); Region (1); Sequence conflict (1); Site (1)","1",TRUE
"1720","Q8BH97","Q8BH97","Binding site (29); Chain (1); Compositional bias (1); Domain (6); Glycosylation (1); Motif (1); Region (1); Sequence conflict (2); Signal (1)","1",TRUE
"1721","Q8BHC0","Q8BHC0","Chain (1); Compositional bias (1); Disulfide bond (2); Domain (1); Glycosylation (2); Region (1); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1722","Q8BHJ7","Q8BHJ7","Chain (1); Cross-link (1); Disulfide bond (1); Glycosylation (4); Region (1); Signal (1); Topological domain (2); Transmembrane (4)","4",TRUE
"1723","Q8BHK2","Q8BHK2","Chain (1); Disulfide bond (2); Domain (1); Glycosylation (4); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"1724","Q8BHK6","Q8BHK6","Alternative sequence (2); Chain (1); Disulfide bond (2); Domain (2); Glycosylation (5); Modified residue (2); Motif (1); Mutagenesis (3); Region (1); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"1725","Q8BHL4","Q8BHL4","Chain (1); Glycosylation (1); Modified residue (6); Region (1); Sequence conflict (1); Topological domain (8); Transmembrane (7)","1",TRUE
"1726","Q8BHN3","Q8BHN3","Active site (2); Alternative sequence (2); Beta strand (53); Binding site (4); Chain (1); Compositional bias (1); Disulfide bond (2); Glycosylation (1); Helix (25); Modified residue (1); Mutagenesis (3); Region (1); Sequence conflict (1); Signal (1); Turn (10)","1",TRUE
"1727","Q8BHY3","Q8BHY3","Alternative sequence (1); Beta strand (17); Binding site (9); Chain (1); Disulfide bond (4); Glycosylation (1); Helix (30); Modified residue (1); Mutagenesis (36); Region (2); Site (1); Topological domain (10); Transmembrane (10); Turn (4)","1",TRUE
"1728","Q8BI06","Q8BI06","Alternative sequence (2); Chain (1); Domain (1); Glycosylation (6); Region (1); Repeat (4); Sequence conflict (5); Signal (1)","6",TRUE
"1729","Q8BI36","Q8BI36","Alternative sequence (1); Chain (1); Glycosylation (1); Mutagenesis (1); Sequence conflict (2); Topological domain (8); Transmembrane (7)","1",TRUE
"1730","Q8BI41","Q8BI41","Chain (3); Disulfide bond (3); Glycosylation (4); Motif (2); Mutagenesis (1); Region (2); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","4",TRUE
"1731","Q8BI84","Q8BI84","Alternative sequence (4); Chain (1); Coiled coil (3); Compositional bias (17); Domain (1); Glycosylation (2); Intramembrane (1); Modified residue (11); Region (12); Signal (1); Topological domain (3); Transmembrane (1)","2",TRUE
"1732","Q8BIK6","Q8BIK6","Active site (3); Chain (1); Compositional bias (1); Disulfide bond (15); Domain (7); Glycosylation (2); Region (1); Sequence conflict (5); Site (1); Topological domain (2); Transmembrane (1)","2",TRUE
"1733","Q8BIX9","Q8BIX9","Active site (1); Alternative sequence (1); Binding site (5); Chain (1); Domain (1); Glycosylation (1); Modified residue (2); Motif (1); Repeat (2); Sequence conflict (2); Site (1); Topological domain (2); Transmembrane (1)","1",TRUE
"1734","Q8BJ48","Q8BJ48","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (5); Motif (2); Propeptide (1); Region (2); Sequence conflict (8); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"1735","Q8BJ56","Q8BJ56","Active site (2); Alternative sequence (3); Chain (1); Cross-link (1); Domain (1); Glycosylation (1); Modified residue (5); Motif (3); Mutagenesis (3); Region (1); Sequence conflict (8); Topological domain (5); Transmembrane (4)","1",TRUE
"1736","Q8BJ66","Q8BJ66","Chain (1); Disulfide bond (2); Domain (3); Glycosylation (3); Region (1); Sequence conflict (1); Signal (1)","3",TRUE
"1737","Q8BJI1","Q8BJI1","Chain (1); Compositional bias (1); Glycosylation (2); Modified residue (5); Region (1); Sequence conflict (1); Topological domain (13); Transmembrane (12)","2",TRUE
"1738","Q8BJQ9","Q8BJQ9","Binding site (2); Chain (1); Coiled coil (1); Compositional bias (1); Glycosylation (2); Region (1); Sequence conflict (4); Topological domain (2); Transmembrane (1)","2",TRUE
"1739","Q8BJS4","Q8BJS4","Alternative sequence (2); Beta strand (10); Chain (1); Coiled coil (2); Compositional bias (3); Disulfide bond (1); Domain (1); Glycosylation (1); Helix (11); Modified residue (7); Mutagenesis (3); Region (4); Sequence conflict (4); Topological domain (2); Transmembrane (1)","1",TRUE
"1740","Q8BJT9","Q8BJT9","Chain (1); Compositional bias (1); Glycosylation (4); Region (1); Sequence conflict (4); Signal (1)","4",TRUE
"1741","Q8BJU2","Q8BJU2","Chain (1); Glycosylation (1); Topological domain (5); Transmembrane (4)","1",TRUE
"1742","Q8BK48","Q8BK48","Active site (3); Chain (1); Disulfide bond (2); Glycosylation (1); Modified residue (2); Sequence conflict (3); Signal (1)","1",TRUE
"1743","Q8BKG3","Q8BKG3","Chain (1); Compositional bias (1); Disulfide bond (7); Domain (8); Glycosylation (10); Modified residue (1); Region (3); Sequence conflict (1); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","10",TRUE
"1744","Q8BKG4","Q8BKG4","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (3); Motif (2); Region (2); Signal (1); Topological domain (8); Transmembrane (7)","3",TRUE
"1745","Q8BLA8","Q8BLA8","Binding site (7); Chain (1); Coiled coil (1); Disulfide bond (5); Glycosylation (2); Intramembrane (1); Modified residue (3); Mutagenesis (3); Repeat (14); Site (3); Topological domain (8); Transmembrane (6)","2",TRUE
"1746","Q8BLC3","Q8BLC3","Chain (1); Disulfide bond (6); Domain (1); Glycosylation (1); Lipidation (1); Propeptide (1); Sequence conflict (1); Signal (1)","1",TRUE
"1747","Q8BLD9","Q8BLD9","Chain (1); Disulfide bond (1); Glycosylation (1); Lipidation (1); Region (1); Sequence conflict (1); Topological domain (8); Transmembrane (7)","1",TRUE
"1748","Q8BLE7","Q8BLE7","Chain (1); Glycosylation (3); Topological domain (13); Transmembrane (12)","3",TRUE
"1749","Q8BLF1","Q8BLF1","Active site (3); Chain (1); Glycosylation (3); Motif (1); Sequence conflict (1); Topological domain (2); Transmembrane (1)","3",TRUE
"1750","Q8BLI4","Q8BLI4","Active site (3); Binding site (3); Chain (1); Glycosylation (5); Sequence conflict (2); Signal (1); Site (1); Topological domain (3); Transmembrane (2)","5",TRUE
"1751","Q8BLQ9","Q8BLQ9","Alternative sequence (2); Beta strand (8); Chain (1); Compositional bias (1); Disulfide bond (3); Domain (3); Glycosylation (3); Helix (1); Modified residue (1); Region (1); Sequence conflict (2); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"1752","Q8BLU0","Q8BLU0","Beta strand (16); Chain (1); Compositional bias (2); Disulfide bond (4); Domain (3); Glycosylation (1); Helix (7); Mutagenesis (5); Region (1); Repeat (10); Signal (1); Topological domain (2); Transmembrane (1); Turn (8)","1",TRUE
"1753","Q8BLV3","Q8BLV3","Alternative sequence (2); Chain (1); Compositional bias (2); Glycosylation (1); Modified residue (1); Region (3); Sequence conflict (1); Topological domain (14); Transmembrane (14)","1",TRUE
"1754","Q8BLX7","Q8BLX7","Alternative sequence (1); Chain (1); Compositional bias (4); Domain (10); Glycosylation (2); Motif (3); Region (23); Sequence conflict (2); Signal (1)","2",TRUE
"1755","Q8BLY1","Q8BLY1","Alternative sequence (1); Binding site (9); Chain (1); Disulfide bond (9); Domain (5); Glycosylation (2); Sequence conflict (1); Signal (1)","2",TRUE
"1756","Q8BLY3","Q8BLY3","Chain (1); Disulfide bond (1); Domain (4); Glycosylation (5); Region (2); Repeat (6); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"1757","Q8BM13","Q8BM13","Chain (1); Coiled coil (2); Disulfide bond (1); Domain (1); Glycosylation (6); Sequence conflict (1); Signal (1)","6",TRUE
"1758","Q8BME9","Q8BME9","Beta strand (9); Chain (1); Disulfide bond (2); Domain (1); Glycosylation (2); Helix (1); Mutagenesis (2); Sequence conflict (1); Signal (1); Turn (1)","2",TRUE
"1759","Q8BMF5","Q8BMF5","Chain (1); Compositional bias (1); Glycosylation (9); Region (1); Sequence conflict (2); Signal (1); Topological domain (4); Transmembrane (3)","9",TRUE
"1760","Q8BMF8","Q8BMF8","Beta strand (20); Chain (2); Compositional bias (2); Domain (3); Glycosylation (6); Helix (3); Mutagenesis (2); Region (2); Sequence conflict (1); Site (2); Topological domain (2); Transmembrane (1); Turn (4)","6",TRUE
"1761","Q8BMN3","Q8BMN3","Alternative sequence (1); Chain (1); Disulfide bond (1); Glycosylation (2); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (4)","2",TRUE
"1762","Q8BMP4","Q8BMP4","Chain (1); Disulfide bond (1); Glycosylation (2); Modified residue (1); Mutagenesis (1); Sequence conflict (2); Topological domain (8); Transmembrane (7)","2",TRUE
